"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 22 11:49:41 UTC 2026","Mon Jun 22 11:49:55 UTC 2026","13218","testcases","test_order","TestOrder","","","test_order","登录后搜索计划编号，验证查询结果包含关键字"
"passed","Mon Jun 22 11:49:32 UTC 2026","Mon Jun 22 11:49:41 UTC 2026","9246","testcases","test_login","TestLogin","","","test_login[\u81ea\u52a8\u8bc6\u522b\u9a8c\u8bc1\u7801\u767b\u5f55]","自动识别验证码登录，失败则重试直到成功"
